,Entity,Day,daily_vaccinations
813,Arkansas,2021-06-15,5469
814,Arkansas,2021-06-16,5491
815,Arkansas,2021-06-17,5359
816,Arkansas,2021-06-18,6155
817,Arkansas,2021-06-19,6170
818,Arkansas,2021-06-20,5997
819,Arkansas,2021-06-21,5519
820,Arkansas,2021-06-22,5202
821,Arkansas,2021-06-23,4865
822,Arkansas,2021-06-24,4674
823,Arkansas,2021-06-25,4646
824,Arkansas,2021-06-26,4459
825,Bureau of Prisons,2021-01-13,1031
826,Bureau of Prisons,2021-01-14,728
827,Bureau of Prisons,2021-01-15,674
828,Bureau of Prisons,2021-01-16,564
829,Bureau of Prisons,2021-01-17,499
830,Bureau of Prisons,2021-01-18,455
831,Bureau of Prisons,2021-01-19,424
832,Bureau of Prisons,2021-01-20,483
833,Bureau of Prisons,2021-01-21,674
834,Bureau of Prisons,2021-01-22,661
835,Bureau of Prisons,2021-01-23,918
836,Bureau of Prisons,2021-01-24,989
837,Bureau of Prisons,2021-01-25,995
838,Bureau of Prisons,2021-01-26,1126
839,Bureau of Prisons,2021-01-27,1179
840,Bureau of Prisons,2021-01-28,1097
841,Bureau of Prisons,2021-01-29,1206
842,Bureau of Prisons,2021-01-30,1086
843,Bureau of Prisons,2021-01-31,1029
844,Bureau of Prisons,2021-02-01,989
845,Bureau of Prisons,2021-02-02,977
846,Bureau of Prisons,2021-02-03,990
847,Bureau of Prisons,2021-02-04,1097
848,Bureau of Prisons,2021-02-05,1201
849,Bureau of Prisons,2021-02-06,1239
850,Bureau of Prisons,2021-02-07,1293
851,Bureau of Prisons,2021-02-08,1293
852,Bureau of Prisons,2021-02-09,1242
853,Bureau of Prisons,2021-02-10,1214
854,Bureau of Prisons,2021-02-11,1140
855,Bureau of Prisons,2021-02-12,1065
856,Bureau of Prisons,2021-02-13,1044
857,Bureau of Prisons,2021-02-14,1033
858,Bureau of Prisons,2021-02-15,1071
859,Bureau of Prisons,2021-02-16,1007
860,Bureau of Prisons,2021-02-17,838
861,Bureau of Prisons,2021-02-18,696
862,Bureau of Prisons,2021-02-19,614
863,Bureau of Prisons,2021-02-20,592
864,Bureau of Prisons,2021-02-21,672
865,Bureau of Prisons,2021-02-22,646
866,Bureau of Prisons,2021-02-23,665
867,Bureau of Prisons,2021-02-24,731
868,Bureau of Prisons,2021-02-25,864
869,Bureau of Prisons,2021-02-26,1069
870,Bureau of Prisons,2021-02-27,1166
871,Bureau of Prisons,2021-02-28,1145
872,Bureau of Prisons,2021-03-01,1134
873,Bureau of Prisons,2021-03-02,1180
874,Bureau of Prisons,2021-03-03,1288
875,Bureau of Prisons,2021-03-04,1611
876,Bureau of Prisons,2021-03-05,1819
877,Bureau of Prisons,2021-03-06,1789
878,Bureau of Prisons,2021-03-07,1699
879,Bureau of Prisons,2021-03-08,1699
880,Bureau of Prisons,2021-03-09,1648
881,Bureau of Prisons,2021-03-10,1501
882,Bureau of Prisons,2021-03-11,1407
883,Bureau of Prisons,2021-03-12,1238
884,Bureau of Prisons,2021-03-13,1275
885,Bureau of Prisons,2021-03-14,1216
886,Bureau of Prisons,2021-03-15,1216
887,Bureau of Prisons,2021-03-16,1214
888,Bureau of Prisons,2021-03-17,1242
889,Bureau of Prisons,2021-03-18,1139
890,Bureau of Prisons,2021-03-19,1078
891,Bureau of Prisons,2021-03-20,1046
892,Bureau of Prisons,2021-03-21,1168
893,Bureau of Prisons,2021-03-22,1196
894,Bureau of Prisons,2021-03-23,1171
895,Bureau of Prisons,2021-03-24,1199
896,Bureau of Prisons,2021-03-25,1571
897,Bureau of Prisons,2021-03-26,1796
898,Bureau of Prisons,2021-03-27,1879
899,Bureau of Prisons,2021-03-28,1846
900,Bureau of Prisons,2021-03-29,1819
901,Bureau of Prisons,2021-03-30,1808
902,Bureau of Prisons,2021-03-31,1679
903,Bureau of Prisons,2021-04-01,1757
904,Bureau of Prisons,2021-04-02,1723
905,Bureau of Prisons,2021-04-03,1516
906,Bureau of Prisons,2021-04-04,1488
907,Bureau of Prisons,2021-04-05,1488
908,Bureau of Prisons,2021-04-06,1489
909,Bureau of Prisons,2021-04-07,1616
910,Bureau of Prisons,2021-04-08,1738
911,Bureau of Prisons,2021-04-09,1730
912,Bureau of Prisons,2021-04-10,2023
913,Bureau of Prisons,2021-04-11,2100
914,Bureau of Prisons,2021-04-12,2104
915,Bureau of Prisons,2021-04-13,2108
916,Bureau of Prisons,2021-04-14,2155
917,Bureau of Prisons,2021-04-15,1281
918,Bureau of Prisons,2021-04-16,1227
919,Bureau of Prisons,2021-04-17,1007
920,Bureau of Prisons,2021-04-18,917
921,Bureau of Prisons,2021-04-19,913
922,Bureau of Prisons,2021-04-20,903
923,Bureau of Prisons,2021-04-21,826
924,Bureau of Prisons,2021-04-22,1271
925,Bureau of Prisons,2021-04-23,1168
926,Bureau of Prisons,2021-04-24,1280
927,Bureau of Prisons,2021-04-25,1315
928,Bureau of Prisons,2021-04-26,1315
929,Bureau of Prisons,2021-04-27,1308
930,Bureau of Prisons,2021-04-28,1321
931,Bureau of Prisons,2021-04-29,1514
932,Bureau of Prisons,2021-04-30,1618
933,Bureau of Prisons,2021-05-01,1664
934,Bureau of Prisons,2021-05-02,1651
935,Bureau of Prisons,2021-05-03,1651
936,Bureau of Prisons,2021-05-04,1651
937,Bureau of Prisons,2021-05-05,1634
938,Bureau of Prisons,2021-05-06,1456
939,Bureau of Prisons,2021-05-07,1431
940,Bureau of Prisons,2021-05-08,1093
941,Bureau of Prisons,2021-05-09,1382
942,Bureau of Prisons,2021-05-10,1382
943,Bureau of Prisons,2021-05-11,1384
944,Bureau of Prisons,2021-05-12,1327
945,Bureau of Prisons,2021-05-13,1122
946,Bureau of Prisons,2021-05-14,714
947,Bureau of Prisons,2021-05-15,1307
948,Bureau of Prisons,2021-05-16,1041
949,Bureau of Prisons,2021-05-17,1041
950,Bureau of Prisons,2021-05-18,1043
951,Bureau of Prisons,2021-05-19,1111
952,Bureau of Prisons,2021-05-20,1081
953,Bureau of Prisons,2021-05-21,1367
954,Bureau of Prisons,2021-05-22,874
955,Bureau of Prisons,2021-05-23,781
956,Bureau of Prisons,2021-05-24,837
957,Bureau of Prisons,2021-05-25,831
958,Bureau of Prisons,2021-05-26,772
959,Bureau of Prisons,2021-05-27,817
960,Bureau of Prisons,2021-05-28,745
961,Bureau of Prisons,2021-05-29,825
962,Bureau of Prisons,2021-05-30,825
963,Bureau of Prisons,2021-05-31,798
964,Bureau of Prisons,2021-06-01,826
965,Bureau of Prisons,2021-06-02,755
966,Bureau of Prisons,2021-06-03,508
967,Bureau of Prisons,2021-06-04,396
968,Bureau of Prisons,2021-06-05,418
969,Bureau of Prisons,2021-06-06,418
970,Bureau of Prisons,2021-06-07,389
971,Bureau of Prisons,2021-06-08,416
972,Bureau of Prisons,2021-06-09,469
973,Bureau of Prisons,2021-06-10,427
974,Bureau of Prisons,2021-06-11,428
975,Bureau of Prisons,2021-06-12,388
976,Bureau of Prisons,2021-06-13,613
977,Bureau of Prisons,2021-06-14,613
978,Bureau of Prisons,2021-06-15,636
979,Bureau of Prisons,2021-06-16,626
980,Bureau of Prisons,2021-06-17,698
981,Bureau of Prisons,2021-06-18,741
982,Bureau of Prisons,2021-06-19,667
983,Bureau of Prisons,2021-06-20,442
984,Bureau of Prisons,2021-06-21,442
985,Bureau of Prisons,2021-06-22,371
986,Bureau of Prisons,2021-06-23,337
987,Bureau of Prisons,2021-06-24,315
988,Bureau of Prisons,2021-06-25,241
989,Bureau of Prisons,2021-06-26,211
990,California,2021-01-13,75188
991,California,2021-01-14,79496
992,California,2021-01-15,85553
993,California,2021-01-16,88381
994,California,2021-01-17,90079
995,California,2021-01-18,91210
996,California,2021-01-19,92018
997,California,2021-01-20,91549
998,California,2021-01-21,94083
999,California,2021-01-22,104389
1000,California,2021-01-23,119770
1001,California,2021-01-24,133316
1002,California,2021-01-25,138153
1003,California,2021-01-26,140878
1004,California,2021-01-27,149620
1005,California,2021-01-28,159000
1006,California,2021-01-29,158126
1007,California,2021-01-30,155366
1008,California,2021-01-31,155063
1009,California,2021-02-01,160379
1010,California,2021-02-02,156749
1011,California,2021-02-03,155950
1012,California,2021-02-04,139561
1013,California,2021-02-05,144296
1014,California,2021-02-06,148831
1015,California,2021-02-07,171402
1016,California,2021-02-08,175654
1017,California,2021-02-09,177237
1018,California,2021-02-10,183712
1019,California,2021-02-11,201580
1020,California,2021-02-12,202925
1021,California,2021-02-13,203565
1022,California,2021-02-14,190746
1023,California,2021-02-15,190404
1024,California,2021-02-16,203788
1025,California,2021-02-17,195102
1026,California,2021-02-18,194468
1027,California,2021-02-19,231928
1028,California,2021-02-20,234166
1029,California,2021-02-21,233297
1030,California,2021-02-22,227005
1031,California,2021-02-23,216733
1032,California,2021-02-24,221857
1033,California,2021-02-25,223997
1034,California,2021-02-26,192335
1035,California,2021-02-27,194965
1036,California,2021-02-28,195368
1037,California,2021-03-01,214479
1038,California,2021-03-02,252715
1039,California,2021-03-03,265023
1040,California,2021-03-04,256584
1041,California,2021-03-05,251504
1042,California,2021-03-06,264079
1043,California,2021-03-07,259101
1044,California,2021-03-08,242771
1045,California,2021-03-09,204065
1046,California,2021-03-10,190191
1047,California,2021-03-11,194328
1048,California,2021-03-12,193794
1049,California,2021-03-13,209548
1050,California,2021-03-14,178375
1051,California,2021-03-15,214448
1052,California,2021-03-16,251553
1053,California,2021-03-17,299789
1054,California,2021-03-18,334655
1055,California,2021-03-19,350707
1056,California,2021-03-20,342038
1057,California,2021-03-21,403543
1058,California,2021-03-22,392009
1059,California,2021-03-23,380370
1060,California,2021-03-24,361552
1061,California,2021-03-25,357025
1062,California,2021-03-26,377779
1063,California,2021-03-27,381256
1064,California,2021-03-28,375263
1065,California,2021-03-29,378982
1066,California,2021-03-30,367579
1067,California,2021-03-31,361646
1068,California,2021-04-01,363128
1069,California,2021-04-02,351209
1070,California,2021-04-03,357814
1071,California,2021-04-04,375343
1072,California,2021-04-05,372228
1073,California,2021-04-06,366223
1074,California,2021-04-07,377497
1075,California,2021-04-08,377051
1076,California,2021-04-09,391393
1077,California,2021-04-10,404572
1078,California,2021-04-11,398820
1079,California,2021-04-12,388844
1080,California,2021-04-13,391650
1081,California,2021-04-14,407905
1082,California,2021-04-15,428384
1083,California,2021-04-16,474575
1084,California,2021-04-17,469733
1085,California,2021-04-18,476835
1086,California,2021-04-19,486322
1087,California,2021-04-20,494575
1088,California,2021-04-21,470327
1089,California,2021-04-22,448969
1090,California,2021-04-23,382776
1091,California,2021-04-24,390331
1092,California,2021-04-25,386663
1093,California,2021-04-26,387965
1094,California,2021-04-27,383386
1095,California,2021-04-28,375225
1096,California,2021-04-29,367495
1097,California,2021-04-30,356625
1098,California,2021-05-01,359825
1099,California,2021-05-02,340912
1100,California,2021-05-03,318725
1101,California,2021-05-04,299430
1102,California,2021-05-05,290114
1103,California,2021-05-06,291408
1104,California,2021-05-07,306331
1105,California,2021-05-08,277007
1106,California,2021-05-09,274950
1107,California,2021-05-10,293713
1108,California,2021-05-11,309119
1109,California,2021-05-12,306629
1110,California,2021-05-13,298328
1111,California,2021-05-14,278877
1112,California,2021-05-15,279347
1113,California,2021-05-16,286457
1114,California,2021-05-17,271943
1115,California,2021-05-18,269324
1116,California,2021-05-19,278632
1117,California,2021-05-20,281184
1118,California,2021-05-21,294001
1119,California,2021-05-22,285578
1120,California,2021-05-23,276166
1121,California,2021-05-24,268071
1122,California,2021-05-25,258249
1123,California,2021-05-26,244708
1124,California,2021-05-27,230733
1125,California,2021-05-28,213782
1126,California,2021-05-29,193204
1127,California,2021-05-30,173351
1128,California,2021-05-31,164126
1129,California,2021-06-01,163850
1130,California,2021-06-02,148096
1131,California,2021-06-03,138318
1132,California,2021-06-04,135908
1133,California,2021-06-05,151983
1134,California,2021-06-06,155589
1135,California,2021-06-07,167724
1136,California,2021-06-08,165790
1137,California,2021-06-09,178150
1138,California,2021-06-10,161232
1139,California,2021-06-11,161902
1140,California,2021-06-12,157971
1141,California,2021-06-13,150217
1142,California,2021-06-14,142656
1143,California,2021-06-15,148077
1144,California,2021-06-16,162372
1145,California,2021-06-17,182364
1146,California,2021-06-18,175824
1147,California,2021-06-19,158526
1148,California,2021-06-20,153785
1149,California,2021-06-21,149311
1150,California,2021-06-22,138539
1151,California,2021-06-23,119190
1152,California,2021-06-24,113924
1153,California,2021-06-25,113599
1154,California,2021-06-26,108146
1155,Colorado,2021-01-13,15237
1156,Colorado,2021-01-14,15139
1157,Colorado,2021-01-15,15935
1158,Colorado,2021-01-16,15580
1159,Colorado,2021-01-17,15367
1160,Colorado,2021-01-18,15225
1161,Colorado,2021-01-19,15123
1162,Colorado,2021-01-20,14396
1163,Colorado,2021-01-21,14070
1164,Colorado,2021-01-22,15007
1165,Colorado,2021-01-23,12934
1166,Colorado,2021-01-24,19033
1167,Colorado,2021-01-25,18872
1168,Colorado,2021-01-26,18208
1169,Colorado,2021-01-27,19156
1170,Colorado,2021-01-28,20359
1171,Colorado,2021-01-29,20657
1172,Colorado,2021-01-30,24010
1173,Colorado,2021-01-31,19248
1174,Colorado,2021-02-01,20272
1175,Colorado,2021-02-02,20514
1176,Colorado,2021-02-03,20371
1177,Colorado,2021-02-04,20460
1178,Colorado,2021-02-05,19975
1179,Colorado,2021-02-06,21358
1180,Colorado,2021-02-07,22952
1181,Colorado,2021-02-08,23168
1182,Colorado,2021-02-09,22316
1183,Colorado,2021-02-10,24274
1184,Colorado,2021-02-11,25169
1185,Colorado,2021-02-12,26131
1186,Colorado,2021-02-13,27246
1187,Colorado,2021-02-14,28130
1188,Colorado,2021-02-15,30249
1189,Colorado,2021-02-16,34720
1190,Colorado,2021-02-17,33875
1191,Colorado,2021-02-18,33990
1192,Colorado,2021-02-19,41118
1193,Colorado,2021-02-20,40331
1194,Colorado,2021-02-21,39336
1195,Colorado,2021-02-22,38285
1196,Colorado,2021-02-23,33267
1197,Colorado,2021-02-24,34876
1198,Colorado,2021-02-25,34456
1199,Colorado,2021-02-26,27248
1200,Colorado,2021-02-27,22403
1201,Colorado,2021-02-28,24202
1202,Colorado,2021-03-01,25887
1203,Colorado,2021-03-02,27913
1204,Colorado,2021-03-03,27679
1205,Colorado,2021-03-04,28668
1206,Colorado,2021-03-05,29383
1207,Colorado,2021-03-06,36492
1208,Colorado,2021-03-07,36417
1209,Colorado,2021-03-08,30650
1210,Colorado,2021-03-09,31695
1211,Colorado,2021-03-10,33203
1212,Colorado,2021-03-11,38451
1213,Colorado,2021-03-12,41169
1214,Colorado,2021-03-13,42625
1215,Colorado,2021-03-14,36020
1216,Colorado,2021-03-15,43751
1217,Colorado,2021-03-16,42517
1218,Colorado,2021-03-17,41865
1219,Colorado,2021-03-18,37878
1220,Colorado,2021-03-19,37605
1221,Colorado,2021-03-20,44230
1222,Colorado,2021-03-21,53105
1223,Colorado,2021-03-22,48992
1224,Colorado,2021-03-23,51727
1225,Colorado,2021-03-24,50937
1226,Colorado,2021-03-25,51384
1227,Colorado,2021-03-26,51867
1228,Colorado,2021-03-27,44676
1229,Colorado,2021-03-28,45531
1230,Colorado,2021-03-29,46590
1231,Colorado,2021-03-30,47840
1232,Colorado,2021-03-31,49594
1233,Colorado,2021-04-01,51019
1234,Colorado,2021-04-02,51519
1235,Colorado,2021-04-03,53895
1236,Colorado,2021-04-04,55017
1237,Colorado,2021-04-05,53844
1238,Colorado,2021-04-06,53228
1239,Colorado,2021-04-07,55430
1240,Colorado,2021-04-08,54810
1241,Colorado,2021-04-09,54395
1242,Colorado,2021-04-10,55437
1243,Colorado,2021-04-11,54577
1244,Colorado,2021-04-12,61132
1245,Colorado,2021-04-13,63731
1246,Colorado,2021-04-14,64075
1247,Colorado,2021-04-15,64837
1248,Colorado,2021-04-16,65974
1249,Colorado,2021-04-17,64067
1250,Colorado,2021-04-18,64895
1251,Colorado,2021-04-19,62680
1252,Colorado,2021-04-20,60973
1253,Colorado,2021-04-21,59197
1254,Colorado,2021-04-22,60061
1255,Colorado,2021-04-23,60260
1256,Colorado,2021-04-24,51089
1257,Colorado,2021-04-25,60028
1258,Colorado,2021-04-26,56378
1259,Colorado,2021-04-27,55430
1260,Colorado,2021-04-28,54540
1261,Colorado,2021-04-29,54930
1262,Colorado,2021-04-30,53491
1263,Colorado,2021-05-01,62007
1264,Colorado,2021-05-02,48342
1265,Colorado,2021-05-03,47140
1266,Colorado,2021-05-04,46187
1267,Colorado,2021-05-05,46552
1268,Colorado,2021-05-06,46177
1269,Colorado,2021-05-07,46468
1270,Colorado,2021-05-08,44615
1271,Colorado,2021-05-09,47403
1272,Colorado,2021-05-10,50381
1273,Colorado,2021-05-11,50990
1274,Colorado,2021-05-12,47852
1275,Colorado,2021-05-13,43329
1276,Colorado,2021-05-14,42427
1277,Colorado,2021-05-15,41545
1278,Colorado,2021-05-16,40681
1279,Colorado,2021-05-17,37737
1280,Colorado,2021-05-18,35809
1281,Colorado,2021-05-19,38053
1282,Colorado,2021-05-20,38614
1283,Colorado,2021-05-21,31740
1284,Colorado,2021-05-22,39734
1285,Colorado,2021-05-23,36320
1286,Colorado,2021-05-24,35621
1287,Colorado,2021-05-25,36113
1288,Colorado,2021-05-26,34550
1289,Colorado,2021-05-27,33461
1290,Colorado,2021-05-28,37636
1291,Colorado,2021-05-29,27345
1292,Colorado,2021-05-30,25983
1293,Colorado,2021-05-31,25036
1294,Colorado,2021-06-01,22932
1295,Colorado,2021-06-02,21055
1296,Colorado,2021-06-03,20413
1297,Colorado,2021-06-04,19676
1298,Colorado,2021-06-05,15731
1299,Colorado,2021-06-06,16765
1300,Colorado,2021-06-07,18904
1301,Colorado,2021-06-08,22175
1302,Colorado,2021-06-09,19758
1303,Colorado,2021-06-10,20480
1304,Colorado,2021-06-11,21107
1305,Colorado,2021-06-12,24132
1306,Colorado,2021-06-13,23128
1307,Colorado,2021-06-14,19558
1308,Colorado,2021-06-15,17898
1309,Colorado,2021-06-16,25586
1310,Colorado,2021-06-17,24715
1311,Colorado,2021-06-18,22316
1312,Colorado,2021-06-19,23132
1313,Colorado,2021-06-20,22329
1314,Colorado,2021-06-21,23497
1315,Colorado,2021-06-22,21860
1316,Colorado,2021-06-23,16260
1317,Colorado,2021-06-24,15812
1318,Colorado,2021-06-25,15910
1319,Colorado,2021-06-26,15423
1320,Connecticut,2021-01-13,10480
1321,Connecticut,2021-01-14,10251
1322,Connecticut,2021-01-15,11490
1323,Connecticut,2021-01-16,11346
1324,Connecticut,2021-01-17,11260
1325,Connecticut,2021-01-18,11202
1326,Connecticut,2021-01-19,11161
1327,Connecticut,2021-01-20,11609
1328,Connecticut,2021-01-21,13259
1329,Connecticut,2021-01-22,14511
1330,Connecticut,2021-01-23,15716
1331,Connecticut,2021-01-24,16292
1332,Connecticut,2021-01-25,16094
1333,Connecticut,2021-01-26,16160
1334,Connecticut,2021-01-27,16836
1335,Connecticut,2021-01-28,16636
1336,Connecticut,2021-01-29,16561
1337,Connecticut,2021-01-30,16342
1338,Connecticut,2021-01-31,16444
1339,Connecticut,2021-02-01,16856
1340,Connecticut,2021-02-02,16207
1341,Connecticut,2021-02-03,14860
1342,Connecticut,2021-02-04,14381
1343,Connecticut,2021-02-05,14140
1344,Connecticut,2021-02-06,14030
1345,Connecticut,2021-02-07,13871
1346,Connecticut,2021-02-08,13309
1347,Connecticut,2021-02-09,14033
1348,Connecticut,2021-02-10,15677
1349,Connecticut,2021-02-11,16918
1350,Connecticut,2021-02-12,17762
1351,Connecticut,2021-02-13,19338
1352,Connecticut,2021-02-14,20109
1353,Connecticut,2021-02-15,21501
1354,Connecticut,2021-02-16,22403
1355,Connecticut,2021-02-17,23349
1356,Connecticut,2021-02-18,23848
1357,Connecticut,2021-02-19,27991
1358,Connecticut,2021-02-20,27579
1359,Connecticut,2021-02-21,26547
1360,Connecticut,2021-02-22,27122
1361,Connecticut,2021-02-23,25963
1362,Connecticut,2021-02-24,24835
1363,Connecticut,2021-02-25,22680
1364,Connecticut,2021-02-26,18791
1365,Connecticut,2021-02-27,18913
1366,Connecticut,2021-02-28,20562
1367,Connecticut,2021-03-01,21218
1368,Connecticut,2021-03-02,21039
1369,Connecticut,2021-03-03,21335
1370,Connecticut,2021-03-04,23052
1371,Connecticut,2021-03-05,23909
1372,Connecticut,2021-03-06,25272
1373,Connecticut,2021-03-07,27307
1374,Connecticut,2021-03-08,28223
1375,Connecticut,2021-03-09,29362
1376,Connecticut,2021-03-10,30172
1377,Connecticut,2021-03-11,30998
1378,Connecticut,2021-03-12,31976
1379,Connecticut,2021-03-13,36344
1380,Connecticut,2021-03-14,30845
1381,Connecticut,2021-03-15,30511
1382,Connecticut,2021-03-16,30664
1383,Connecticut,2021-03-17,30144
1384,Connecticut,2021-03-18,30092
1385,Connecticut,2021-03-19,29447
1386,Connecticut,2021-03-20,24994
1387,Connecticut,2021-03-21,30223
1388,Connecticut,2021-03-22,30843
1389,Connecticut,2021-03-23,30939
1390,Connecticut,2021-03-24,31102
1391,Connecticut,2021-03-25,31745
1392,Connecticut,2021-03-26,31795
1393,Connecticut,2021-03-27,32481
1394,Connecticut,2021-03-28,33028
1395,Connecticut,2021-03-29,33324
1396,Connecticut,2021-03-30,35386
1397,Connecticut,2021-03-31,36137
1398,Connecticut,2021-04-01,36534
1399,Connecticut,2021-04-02,37357
1400,Connecticut,2021-04-03,39768
1401,Connecticut,2021-04-04,40602
1402,Connecticut,2021-04-05,41015
1403,Connecticut,2021-04-06,37368
1404,Connecticut,2021-04-07,38964
1405,Connecticut,2021-04-08,40945
1406,Connecticut,2021-04-09,43629
1407,Connecticut,2021-04-10,42802
1408,Connecticut,2021-04-11,44741
1409,Connecticut,2021-04-12,45702
1410,Connecticut,2021-04-13,49356
1411,Connecticut,2021-04-14,49286
1412,Connecticut,2021-04-15,47576
1413,Connecticut,2021-04-16,47224
1414,Connecticut,2021-04-17,47019
1415,Connecticut,2021-04-18,45538
1416,Connecticut,2021-04-19,44297
1417,Connecticut,2021-04-20,43276
1418,Connecticut,2021-04-21,42592
1419,Connecticut,2021-04-22,43003
1420,Connecticut,2021-04-23,40810
1421,Connecticut,2021-04-24,40858
1422,Connecticut,2021-04-25,40804
1423,Connecticut,2021-04-26,40782
1424,Connecticut,2021-04-27,39645
1425,Connecticut,2021-04-28,39552
1426,Connecticut,2021-04-29,38710
1427,Connecticut,2021-04-30,37649
1428,Connecticut,2021-05-01,36764
